TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B06011,05000US37031,"Carteret County, North Carolina",1,Total:,"27,685","+/-2,005"
B06011,05000US37031,"Carteret County, North Carolina",2,Born in state of residence,"26,413","+/-2,984"
B06011,05000US37031,"Carteret County, North Carolina",3,Born in other state of the United States,"30,510","+/-4,291"
B06011,05000US37031,"Carteret County, North Carolina",4,Native; born outside the United States,"22,750","+/-22,325"
B06011,05000US37031,"Carteret County, North Carolina",5,Foreign born,"22,970","+/-10,187"
B06011,05000US37035,"Catawba County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37035,"Catawba County, North Carolina",1,Total:,"27,466","+/-2,151"
B06011,05000US37035,"Catawba County, North Carolina",2,Born in state of residence,"27,974","+/-2,746"
B06011,05000US37035,"Catawba County, North Carolina",3,Born in other state of the United States,"31,912","+/-4,381"
B06011,05000US37035,"Catawba County, North Carolina",4,Native; born outside the United States,"16,014","+/-6,800"
B06011,05000US37035,"Catawba County, North Carolina",5,Foreign born,"19,997","+/-4,606"
B06011,05000US37037,"Chatham County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37037,"Chatham County, North Carolina",1,Total:,"32,695","+/-3,073"
B06011,05000US37037,"Chatham County, North Carolina",2,Born in state of residence,"28,077","+/-6,250"
B06011,05000US37037,"Chatham County, North Carolina",3,Born in other state of the United States,"41,306","+/-3,211"
B06011,05000US37037,"Chatham County, North Carolina",4,Native; born outside the United States,"36,667","+/-44,740"
B06011,05000US37037,"Chatham County, North Carolina",5,Foreign born,"30,938","+/-7,266"
B06011,05000US37045,"Cleveland County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37045,"Cleveland County, North Carolina",1,Total:,"23,021","+/-2,132"
B06011,05000US37045,"Cleveland County, North Carolina",2,Born in state of residence,"22,185","+/-2,246"
B06011,05000US37045,"Cleveland County, North Carolina",3,Born in other state of the United States,"25,034","+/-4,434"
B06011,05000US37045,"Cleveland County, North Carolina",4,Native; born outside the United States,"16,242","+/-28,658"
B06011,05000US37045,"Cleveland County, North Carolina",5,Foreign born,"31,926","+/-12,695"
B06011,05000US37049,"Craven County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37049,"Craven County, North Carolina",1,Total:,"27,124","+/-1,787"
B06011,05000US37049,"Craven County, North Carolina",2,Born in state of residence,"28,979","+/-3,869"
B06011,05000US37049,"Craven County, North Carolina",3,Born in other state of the United States,"26,851","+/-2,065"
B06011,05000US37049,"Craven County, North Carolina",4,Native; born outside the United States,"17,214","+/-27,434"
B06011,05000US37049,"Craven County, North Carolina",5,Foreign born,"21,727","+/-3,753"
B06011,05000US37051,"Cumberland County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37051,"Cumberland County, North Carolina",1,Total:,"26,341",+/-900
B06011,05000US37051,"Cumberland County, North Carolina",2,Born in state of residence,"22,388","+/-1,858"
B06011,05000US37051,"Cumberland County, North Carolina",3,Born in other state of the United States,"29,746","+/-1,625"
B06011,05000US37051,"Cumberland County, North Carolina",4,Native; born outside the United States,"27,300","+/-3,945"
B06011,05000US37051,"Cumberland County, North Carolina",5,Foreign born,"24,350","+/-1,780"
B06011,05000US37057,"Davidson County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37057,"Davidson County, North Carolina",1,Total:,"26,811",+/-824
B06011,05000US37057,"Davidson County, North Carolina",2,Born in state of residence,"26,227","+/-1,273"
B06011,05000US37057,"Davidson County, North Carolina",3,Born in other state of the United States,"27,722","+/-5,855"
B06011,05000US37057,"Davidson County, North Carolina",4,Native; born outside the United States,"21,654","+/-13,170"
B06011,05000US37057,"Davidson County, North Carolina",5,Foreign born,"30,179","+/-2,730"
B06011,05000US37063,"Durham County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37063,"Durham County, North Carolina",1,Total:,"32,433","+/-1,656"
B06011,05000US37063,"Durham County, North Carolina",2,Born in state of residence,"28,202","+/-2,077"
B06011,05000US37063,"Durham County, North Carolina",3,Born in other state of the United States,"41,854","+/-2,871"
B06011,05000US37063,"Durham County, North Carolina",4,Native; born outside the United States,"37,278","+/-28,091"
B06011,05000US37063,"Durham County, North Carolina",5,Foreign born,"27,367","+/-2,732"
B06011,05000US37067,"Forsyth County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37067,"Forsyth County, North Carolina",1,Total:,"29,264","+/-1,430"
B06011,05000US37067,"Forsyth County, North Carolina",2,Born in state of residence,"27,419","+/-1,909"
B06011,05000US37067,"Forsyth County, North Carolina",3,Born in other state of the United States,"32,714","+/-2,158"
B06011,05000US37067,"Forsyth County, North Carolina",4,Native; born outside the United States,"21,953","+/-7,693"
B06011,05000US37067,"Forsyth County, North Carolina",5,Foreign born,"26,437","+/-2,584"
B06011,05000US37069,"Franklin County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37069,"Franklin County, North Carolina",1,Total:,"33,889","+/-3,986"
B06011,05000US37069,"Franklin County, North Carolina",2,Born in state of residence,"28,607","+/-5,859"
B06011,05000US37069,"Franklin County, North Carolina",3,Born in other state of the United States,"39,194","+/-3,361"
B06011,05000US37069,"Franklin County, North Carolina",4,Native; born outside the United States,"55,988","+/-195,287"
B06011,05000US37069,"Franklin County, North Carolina",5,Foreign born,"44,073","+/-7,565"
B06011,05000US37071,"Gaston County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37071,"Gaston County, North Carolina",1,Total:,"26,224","+/-1,015"
B06011,05000US37071,"Gaston County, North Carolina",2,Born in state of residence,"25,366","+/-1,232"
B06011,05000US37071,"Gaston County, North Carolina",3,Born in other state of the United States,"30,277","+/-2,163"
B06011,05000US37071,"Gaston County, North Carolina",4,Native; born outside the United States,"21,763","+/-28,000"
B06011,05000US37071,"Gaston County, North Carolina",5,Foreign born,"21,623","+/-1,671"
B06011,05000US37081,"Guilford County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37081,"Guilford County, North Carolina",1,Total:,"29,966","+/-1,235"
B06011,05000US37081,"Guilford County, North Carolina",2,Born in state of residence,"27,104","+/-1,712"
B06011,05000US37081,"Guilford County, North Carolina",3,Born in other state of the United States,"33,974","+/-2,228"
B06011,05000US37081,"Guilford County, North Carolina",4,Native; born outside the United States,"30,616","+/-4,994"
B06011,05000US37081,"Guilford County, North Carolina",5,Foreign born,"23,404","+/-2,062"
B06011,05000US37085,"Harnett County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37085,"Harnett County, North Carolina",1,Total:,"25,922","+/-1,623"
B06011,05000US37085,"Harnett County, North Carolina",2,Born in state of residence,"21,239","+/-1,657"
B06011,05000US37085,"Harnett County, North Carolina",3,Born in other state of the United States,"34,590","+/-4,548"
B06011,05000US37085,"Harnett County, North Carolina",4,Native; born outside the United States,"32,031","+/-22,057"
B06011,05000US37085,"Harnett County, North Carolina",5,Foreign born,"23,333","+/-5,288"
B06011,05000US37089,"Henderson County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37089,"Henderson County, North Carolina",1,Total:,"28,025","+/-1,479"
B06011,05000US37089,"Henderson County, North Carolina",2,Born in state of residence,"26,236","+/-1,657"
B06011,05000US37089,"Henderson County, North Carolina",3,Born in other state of the United States,"30,647","+/-2,695"
B06011,05000US37089,"Henderson County, North Carolina",4,Native; born outside the United States,"36,416","+/-30,043"
B06011,05000US37089,"Henderson County, North Carolina",5,Foreign born,"25,434","+/-3,595"
B06011,05000US37097,"Iredell County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37097,"Iredell County, North Carolina",1,Total:,"28,804","+/-1,833"
B06011,05000US37097,"Iredell County, North Carolina",2,Born in state of residence,"24,691","+/-1,391"
B06011,05000US37097,"Iredell County, North Carolina",3,Born in other state of the United States,"32,834","+/-2,416"
B06011,05000US37097,"Iredell County, North Carolina",4,Native; born outside the United States,"37,827","+/-25,372"
B06011,05000US37097,"Iredell County, North Carolina",5,Foreign born,"33,801","+/-9,059"
B06011,05000US37101,"Johnston County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37101,"Johnston County, North Carolina",1,Total:,"28,216","+/-2,546"
B06011,05000US37101,"Johnston County, North Carolina",2,Born in state of residence,"25,062","+/-1,939"
B06011,05000US37101,"Johnston County, North Carolina",3,Born in other state of the United States,"33,918","+/-2,852"
B06011,05000US37101,"Johnston County, North Carolina",4,Native; born outside the United States,"31,731","+/-32,029"
B06011,05000US37101,"Johnston County, North Carolina",5,Foreign born,"28,649","+/-5,253"
B06011,05000US37109,"Lincoln County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37109,"Lincoln County, North Carolina",1,Total:,"31,423","+/-1,636"
B06011,05000US37109,"Lincoln County, North Carolina",2,Born in state of residence,"27,090","+/-4,080"
B06011,05000US37109,"Lincoln County, North Carolina",3,Born in other state of the United States,"41,491","+/-4,200"
B06011,05000US37109,"Lincoln County, North Carolina",4,Native; born outside the United States,"33,251","+/-10,901"
B06011,05000US37109,"Lincoln County, North Carolina",5,Foreign born,"26,499","+/-3,958"
B06011,05000US37119,"Mecklenburg County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37119,"Mecklenburg County, North Carolina",1,Total:,"34,283","+/-1,051"
B06011,05000US37119,"Mecklenburg County, North Carolina",2,Born in state of residence,"28,652","+/-2,023"
B06011,05000US37119,"Mecklenburg County, North Carolina",3,Born in other state of the United States,"40,550",+/-818
B06011,05000US37119,"Mecklenburg County, North Carolina",4,Native; born outside the United States,"27,462","+/-7,204"
B06011,05000US37119,"Mecklenburg County, North Carolina",5,Foreign born,"28,109","+/-2,470"
B06011,05000US37125,"Moore County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37125,"Moore County, North Carolina",1,Total:,"30,774","+/-2,138"
B06011,05000US37125,"Moore County, North Carolina",2,Born in state of residence,"23,745","+/-3,386"
B06011,05000US37125,"Moore County, North Carolina",3,Born in other state of the United States,"38,813","+/-3,592"
B06011,05000US37125,"Moore County, North Carolina",4,Native; born outside the United States,"48,682","+/-23,508"
B06011,05000US37125,"Moore County, North Carolina",5,Foreign born,"25,875","+/-11,379"
B06011,05000US37127,"Nash County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37127,"Nash County, North Carolina",1,Total:,"26,141","+/-1,744"
B06011,05000US37127,"Nash County, North Carolina",2,Born in state of residence,"25,141","+/-2,722"
B06011,05000US37127,"Nash County, North Carolina",3,Born in other state of the United States,"34,363","+/-8,866"
B06011,05000US37127,"Nash County, North Carolina",4,Native; born outside the United States,"9,977","+/-16,870"
B06011,05000US37127,"Nash County, North Carolina",5,Foreign born,"21,051","+/-5,223"
B06011,05000US37129,"New Hanover County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37129,"New Hanover County, North Carolina",1,Total:,"29,869","+/-2,288"
B06011,05000US37129,"New Hanover County, North Carolina",2,Born in state of residence,"25,254","+/-2,717"
B06011,05000US37129,"New Hanover County, North Carolina",3,Born in other state of the United States,"32,899","+/-2,386"
B06011,05000US37129,"New Hanover County, North Carolina",4,Native; born outside the United States,"36,708","+/-21,608"
B06011,05000US37129,"New Hanover County, North Carolina",5,Foreign born,"21,162","+/-5,914"
B06011,05000US37133,"Onslow County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37133,"Onslow County, North Carolina",1,Total:,"24,729",+/-736
B06011,05000US37133,"Onslow County, North Carolina",2,Born in state of residence,"22,706","+/-2,448"
B06011,05000US37133,"Onslow County, North Carolina",3,Born in other state of the United States,"25,185","+/-1,255"
B06011,05000US37133,"Onslow County, North Carolina",4,Native; born outside the United States,"24,278","+/-5,141"
B06011,05000US37133,"Onslow County, North Carolina",5,Foreign born,"23,943","+/-4,188"
B06011,05000US37135,"Orange County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37135,"Orange County, North Carolina",1,Total:,"30,978","+/-3,091"
B06011,05000US37135,"Orange County, North Carolina",2,Born in state of residence,"20,733","+/-2,468"
B06011,05000US37135,"Orange County, North Carolina",3,Born in other state of the United States,"41,388","+/-2,603"
B06011,05000US37135,"Orange County, North Carolina",4,Native; born outside the United States,"49,271","+/-42,655"
B06011,05000US37135,"Orange County, North Carolina",5,Foreign born,"32,503","+/-7,688"
B06011,05000US37147,"Pitt County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37147,"Pitt County, North Carolina",1,Total:,"22,330","+/-1,995"
B06011,05000US37147,"Pitt County, North Carolina",2,Born in state of residence,"21,580","+/-2,162"
B06011,05000US37147,"Pitt County, North Carolina",3,Born in other state of the United States,"24,767","+/-4,703"
B06011,05000US37147,"Pitt County, North Carolina",4,Native; born outside the United States,"12,425","+/-17,036"
B06011,05000US37147,"Pitt County, North Carolina",5,Foreign born,"22,799","+/-14,291"
B06011,05000US37151,"Randolph County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37151,"Randolph County, North Carolina",1,Total:,"25,311","+/-1,671"
B06011,05000US37151,"Randolph County, North Carolina",2,Born in state of residence,"25,381","+/-2,115"
B06011,05000US37151,"Randolph County, North Carolina",3,Born in other state of the United States,"28,969","+/-3,718"
B06011,05000US37151,"Randolph County, North Carolina",4,Native; born outside the United States,"18,740","+/-3,717"
B06011,05000US37151,"Randolph County, North Carolina",5,Foreign born,"20,291","+/-3,444"
B06011,05000US37155,"Robeson County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37155,"Robeson County, North Carolina",1,Total:,"21,875",+/-886
B06011,05000US37155,"Robeson County, North Carolina",2,Born in state of residence,"21,117",+/-940
B06011,05000US37155,"Robeson County, North Carolina",3,Born in other state of the United States,"23,178","+/-2,504"
B06011,05000US37155,"Robeson County, North Carolina",4,Native; born outside the United States,"34,360","+/-12,547"
B06011,05000US37155,"Robeson County, North Carolina",5,Foreign born,"29,221","+/-3,176"
B06011,05000US37157,"Rockingham County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37157,"Rockingham County, North Carolina",1,Total:,"23,507","+/-2,180"
B06011,05000US37157,"Rockingham County, North Carolina",2,Born in state of residence,"22,432","+/-2,182"
B06011,05000US37157,"Rockingham County, North Carolina",3,Born in other state of the United States,"28,310","+/-3,247"
B06011,05000US37157,"Rockingham County, North Carolina",4,Native; born outside the United States,"28,539","+/-27,901"
B06011,05000US37157,"Rockingham County, North Carolina",5,Foreign born,"18,086","+/-9,484"
B06011,05000US37159,"Rowan County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37159,"Rowan County, North Carolina",1,Total:,"25,779","+/-1,876"
B06011,05000US37159,"Rowan County, North Carolina",2,Born in state of residence,"25,163","+/-1,960"
B06011,05000US37159,"Rowan County, North Carolina",3,Born in other state of the United States,"28,423","+/-5,992"
B06011,05000US37159,"Rowan County, North Carolina",4,Native; born outside the United States,"40,475","+/-34,299"
B06011,05000US37159,"Rowan County, North Carolina",5,Foreign born,"24,604","+/-8,561"
B06011,05000US37161,"Rutherford County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37161,"Rutherford County, North Carolina",1,Total:,"21,998","+/-1,569"
B06011,05000US37161,"Rutherford County, North Carolina",2,Born in state of residence,"21,662","+/-1,888"
B06011,05000US37161,"Rutherford County, North Carolina",3,Born in other state of the United States,"22,435","+/-3,491"
B06011,05000US37161,"Rutherford County, North Carolina",4,Native; born outside the United States,-,**
B06011,05000US37161,"Rutherford County, North Carolina",5,Foreign born,"24,242","+/-7,971"
B06011,05000US37171,"Surry County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37171,"Surry County, North Carolina",1,Total:,"24,877","+/-1,955"
B06011,05000US37171,"Surry County, North Carolina",2,Born in state of residence,"26,520","+/-2,028"
B06011,05000US37171,"Surry County, North Carolina",3,Born in other state of the United States,"22,869","+/-2,719"
B06011,05000US37171,"Surry County, North Carolina",4,Native; born outside the United States,"21,326",+/-645
B06011,05000US37171,"Surry County, North Carolina",5,Foreign born,"22,331","+/-6,972"
B06011,05000US37179,"Union County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37179,"Union County, North Carolina",1,Total:,"35,103","+/-1,338"
B06011,05000US37179,"Union County, North Carolina",2,Born in state of residence,"26,859","+/-1,491"
B06011,05000US37179,"Union County, North Carolina",3,Born in other state of the United States,"41,848","+/-1,864"
B06011,05000US37179,"Union County, North Carolina",4,Native; born outside the United States,"43,264","+/-23,242"
B06011,05000US37179,"Union County, North Carolina",5,Foreign born,"30,407","+/-4,749"
B06011,05000US37183,"Wake County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37183,"Wake County, North Carolina",1,Total:,"40,164",+/-929
B06011,05000US37183,"Wake County, North Carolina",2,Born in state of residence,"34,158","+/-2,102"
B06011,05000US37183,"Wake County, North Carolina",3,Born in other state of the United States,"45,728","+/-1,414"
B06011,05000US37183,"Wake County, North Carolina",4,Native; born outside the United States,"40,543","+/-6,833"
B06011,05000US37183,"Wake County, North Carolina",5,Foreign born,"36,319","+/-3,628"
B06011,05000US37191,"Wayne County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37191,"Wayne County, North Carolina",1,Total:,"24,741","+/-1,641"
B06011,05000US37191,"Wayne County, North Carolina",2,Born in state of residence,"23,766","+/-2,308"
B06011,05000US37191,"Wayne County, North Carolina",3,Born in other state of the United States,"26,536","+/-2,721"
B06011,05000US37191,"Wayne County, North Carolina",4,Native; born outside the United States,"38,166","+/-26,820"
B06011,05000US37191,"Wayne County, North Carolina",5,Foreign born,"21,163","+/-3,109"
B06011,05000US37193,"Wilkes County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37193,"Wilkes County, North Carolina",1,Total:,"23,322","+/-2,791"
B06011,05000US37193,"Wilkes County, North Carolina",2,Born in state of residence,"22,582","+/-2,418"
B06011,05000US37193,"Wilkes County, North Carolina",3,Born in other state of the United States,"27,927","+/-6,376"
B06011,05000US37193,"Wilkes County, North Carolina",4,Native; born outside the United States,-,**
B06011,05000US37193,"Wilkes County, North Carolina",5,Foreign born,"22,372","+/-7,881"
B06011,05000US37195,"Wilson County, North Carolina",0.5,Median income in the past 12 months --,,
B06011,05000US37195,"Wilson County, North Carolina",1,Total:,"23,024","+/-2,401"
B06011,05000US37195,"Wilson County, North Carolina",2,Born in state of residence,"22,792","+/-2,592"
B06011,05000US37195,"Wilson County, North Carolina",3,Born in other state of the United States,"30,163","+/-5,842"
B06011,05000US37195,"Wilson County, North Carolina",4,Native; born outside the United States,"50,676","+/-46,046"
B06011,05000US37195,"Wilson County, North Carolina",5,Foreign born,"19,320","+/-2,657"
B06011,05000US38015,"Burleigh County, North Dakota",0.5,Median income in the past 12 months --,,
B06011,05000US38015,"Burleigh County, North Dakota",1,Total:,"40,628","+/-2,438"
B06011,05000US38015,"Burleigh County, North Dakota",2,Born in state of residence,"40,874","+/-2,556"
B06011,05000US38015,"Burleigh County, North Dakota",3,Born in other state of the United States,"41,111","+/-7,535"
B06011,05000US38015,"Burleigh County, North Dakota",4,Native; born outside the United States,"22,782","+/-10,368"
B06011,05000US38015,"Burleigh County, North Dakota",5,Foreign born,"40,138","+/-13,798"
B06011,05000US38017,"Cass County, North Dakota",0.5,Median income in the past 12 months --,,
B06011,05000US38017,"Cass County, North Dakota",1,Total:,"36,028","+/-2,018"
B06011,05000US38017,"Cass County, North Dakota",2,Born in state of residence,"39,090","+/-2,899"
B06011,05000US38017,"Cass County, North Dakota",3,Born in other state of the United States,"34,632","+/-4,350"
B06011,05000US38017,"Cass County, North Dakota",4,Native; born outside the United States,"36,210","+/-10,522"
B06011,05000US38017,"Cass County, North Dakota",5,Foreign born,"20,027","+/-3,550"
B06011,05000US38035,"Grand Forks County, North Dakota",0.5,Median income in the past 12 months --,,
B06011,05000US38035,"Grand Forks County, North Dakota",1,Total:,"30,559","+/-1,617"
B06011,05000US38035,"Grand Forks County, North Dakota",2,Born in state of residence,"33,306","+/-5,539"
B06011,05000US38035,"Grand Forks County, North Dakota",3,Born in other state of the United States,"26,186","+/-3,937"
B06011,05000US38035,"Grand Forks County, North Dakota",4,Native; born outside the United States,"48,546","+/-2,391"
B06011,05000US38035,"Grand Forks County, North Dakota",5,Foreign born,"31,540","+/-3,004"
B06011,05000US38101,"Ward County, North Dakota",0.5,Median income in the past 12 months --,,
B06011,05000US38101,"Ward County, North Dakota",1,Total:,"35,560","+/-2,230"
B06011,05000US38101,"Ward County, North Dakota",2,Born in state of residence,"34,511","+/-3,047"
B06011,05000US38101,"Ward County, North Dakota",3,Born in other state of the United States,"36,924","+/-4,715"
B06011,05000US38101,"Ward County, North Dakota",4,Native; born outside the United States,"36,910","+/-30,238"
B06011,05000US38101,"Ward County, North Dakota",5,Foreign born,"24,342","+/-35,116"
B06011,05000US39003,"Allen County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39003,"Allen County, Ohio",1,Total:,"24,715","+/-1,287"
B06011,05000US39003,"Allen County, Ohio",2,Born in state of residence,"25,745","+/-2,607"
B06011,05000US39003,"Allen County, Ohio",3,Born in other state of the United States,"23,750","+/-3,162"
B06011,05000US39003,"Allen County, Ohio",4,Native; born outside the United States,"10,843","+/-13,654"
B06011,05000US39003,"Allen County, Ohio",5,Foreign born,"17,750","+/-18,573"
B06011,05000US39007,"Ashtabula County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39007,"Ashtabula County, Ohio",1,Total:,"25,137","+/-1,958"
B06011,05000US39007,"Ashtabula County, Ohio",2,Born in state of residence,"25,486","+/-1,933"
B06011,05000US39007,"Ashtabula County, Ohio",3,Born in other state of the United States,"23,660","+/-4,143"
B06011,05000US39007,"Ashtabula County, Ohio",4,Native; born outside the United States,"25,588","+/-7,802"
B06011,05000US39007,"Ashtabula County, Ohio",5,Foreign born,"16,206","+/-10,652"
B06011,05000US39009,"Athens County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39009,"Athens County, Ohio",1,Total:,"14,336","+/-2,304"
B06011,05000US39009,"Athens County, Ohio",2,Born in state of residence,"12,853","+/-2,593"
B06011,05000US39009,"Athens County, Ohio",3,Born in other state of the United States,"18,453","+/-3,974"
B06011,05000US39009,"Athens County, Ohio",4,Native; born outside the United States,"9,271","+/-18,140"
B06011,05000US39009,"Athens County, Ohio",5,Foreign born,"14,451","+/-22,395"
B06011,05000US39013,"Belmont County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39013,"Belmont County, Ohio",1,Total:,"25,104","+/-2,161"
B06011,05000US39013,"Belmont County, Ohio",2,Born in state of residence,"22,304","+/-1,840"
B06011,05000US39013,"Belmont County, Ohio",3,Born in other state of the United States,"30,159","+/-3,862"
B06011,05000US39013,"Belmont County, Ohio",4,Native; born outside the United States,-,**
B06011,05000US39013,"Belmont County, Ohio",5,Foreign born,"30,502","+/-15,607"
B06011,05000US39017,"Butler County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39017,"Butler County, Ohio",1,Total:,"30,555",+/-781
B06011,05000US39017,"Butler County, Ohio",2,Born in state of residence,"29,298","+/-1,645"
B06011,05000US39017,"Butler County, Ohio",3,Born in other state of the United States,"33,389","+/-2,099"
B06011,05000US39017,"Butler County, Ohio",4,Native; born outside the United States,"24,043","+/-3,137"
B06011,05000US39017,"Butler County, Ohio",5,Foreign born,"29,392","+/-6,055"
B06011,05000US39023,"Clark County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39023,"Clark County, Ohio",1,Total:,"27,165","+/-1,298"
B06011,05000US39023,"Clark County, Ohio",2,Born in state of residence,"26,695","+/-1,281"
B06011,05000US39023,"Clark County, Ohio",3,Born in other state of the United States,"30,458","+/-4,136"
B06011,05000US39023,"Clark County, Ohio",4,Native; born outside the United States,"50,353","+/-79,960"
B06011,05000US39023,"Clark County, Ohio",5,Foreign born,"26,199","+/-5,525"
B06011,05000US39025,"Clermont County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39025,"Clermont County, Ohio",1,Total:,"31,203","+/-1,066"
B06011,05000US39025,"Clermont County, Ohio",2,Born in state of residence,"29,824","+/-1,817"
B06011,05000US39025,"Clermont County, Ohio",3,Born in other state of the United States,"37,479","+/-6,617"
B06011,05000US39025,"Clermont County, Ohio",4,Native; born outside the United States,"26,498","+/-13,638"
B06011,05000US39025,"Clermont County, Ohio",5,Foreign born,"38,544","+/-8,843"
B06011,05000US39029,"Columbiana County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39029,"Columbiana County, Ohio",1,Total:,"24,977","+/-2,049"
B06011,05000US39029,"Columbiana County, Ohio",2,Born in state of residence,"24,133","+/-2,242"
B06011,05000US39029,"Columbiana County, Ohio",3,Born in other state of the United States,"29,077","+/-4,308"
B06011,05000US39029,"Columbiana County, Ohio",4,Native; born outside the United States,-,**
B06011,05000US39029,"Columbiana County, Ohio",5,Foreign born,"19,746","+/-20,602"
B06011,05000US39035,"Cuyahoga County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39035,"Cuyahoga County, Ohio",1,Total:,"29,839",+/-641
B06011,05000US39035,"Cuyahoga County, Ohio",2,Born in state of residence,"30,375",+/-511
B06011,05000US39035,"Cuyahoga County, Ohio",3,Born in other state of the United States,"29,853","+/-1,639"
B06011,05000US39035,"Cuyahoga County, Ohio",4,Native; born outside the United States,"15,109","+/-2,203"
B06011,05000US39035,"Cuyahoga County, Ohio",5,Foreign born,"28,619","+/-2,413"
B06011,05000US39041,"Delaware County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39041,"Delaware County, Ohio",1,Total:,"45,187","+/-2,908"
B06011,05000US39041,"Delaware County, Ohio",2,Born in state of residence,"41,143","+/-1,694"
B06011,05000US39041,"Delaware County, Ohio",3,Born in other state of the United States,"50,829","+/-7,539"
B06011,05000US39041,"Delaware County, Ohio",4,Native; born outside the United States,"13,882","+/-29,626"
B06011,05000US39041,"Delaware County, Ohio",5,Foreign born,"70,473","+/-11,355"
B06011,05000US39043,"Erie County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39043,"Erie County, Ohio",1,Total:,"29,348","+/-3,164"
B06011,05000US39043,"Erie County, Ohio",2,Born in state of residence,"30,602","+/-2,062"
B06011,05000US39043,"Erie County, Ohio",3,Born in other state of the United States,"23,966","+/-2,746"
B06011,05000US39043,"Erie County, Ohio",4,Native; born outside the United States,"85,290","+/-66,807"
B06011,05000US39043,"Erie County, Ohio",5,Foreign born,"19,996","+/-13,521"
B06011,05000US39045,"Fairfield County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39045,"Fairfield County, Ohio",1,Total:,"32,008","+/-1,691"
B06011,05000US39045,"Fairfield County, Ohio",2,Born in state of residence,"31,274","+/-1,602"
B06011,05000US39045,"Fairfield County, Ohio",3,Born in other state of the United States,"35,752","+/-2,762"
B06011,05000US39045,"Fairfield County, Ohio",4,Native; born outside the United States,"40,167","+/-35,439"
B06011,05000US39045,"Fairfield County, Ohio",5,Foreign born,"36,468","+/-18,132"
B06011,05000US39049,"Franklin County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39049,"Franklin County, Ohio",1,Total:,"32,183",+/-565
B06011,05000US39049,"Franklin County, Ohio",2,Born in state of residence,"32,368",+/-671
B06011,05000US39049,"Franklin County, Ohio",3,Born in other state of the United States,"35,994",+/-979
B06011,05000US39049,"Franklin County, Ohio",4,Native; born outside the United States,"33,328","+/-5,580"
B06011,05000US39049,"Franklin County, Ohio",5,Foreign born,"26,482","+/-1,038"
B06011,05000US39055,"Geauga County, Ohio",0.5,Median income in the past 12 months --,,
B06011,05000US39055,"Geauga County, Ohio",1,Total:,"37,133","+/-2,316"
B06011,05000US39055,"Geauga County, Ohio",2,Born in state of residence,"37,395","+/-2,997"
